1127	1
120.319	
117.093	
125.603	
127.358	
128.435	
129.744	
117.604	
133.846	
129.354	
113.076	
125.802	
131.274	
118.005	
129.946	
120.575	
126.863	
124.108	
120.798	
136.678	
124.253	
130.697	
133.252	
112.699	
115.608	
112.848	
118.441	
124.304	
130.829	
112.639	
117.037	
117.649	
122.149	
129.281	
116.914	
126.218	
114.9	
114.984	
130.156	
129.516	
131.865	
125.724	
121.93	
129.5	
125.157	
129.027	
126.465	
108.265	
118.024	
128.127	
126.43	
115.304	
116.792	
125.054	
123.213	
123.178	
118.743	
133.04	
130.332	
119.319	
129.848	
123.311	
120.229	
134.478	
119.649	
118.859	
109.949	
124.986	
135.674	
123.416	
116.967	
129.645	
127.893	
133.13	
123.127	
122.413	
132.134	
124.254	
122.527	
135.459	
113.004	
119.111	
130.507	
129.329	
123.354	
129.395	
125.268	
129.667	
121.485	
115.298	
135.938	
131.918	
112.139	
119.137	
129.116	
133.436	
125.261	
129.867	
117.137	
125.998	
137.068	
122.384	
120.154	
129.292	
128.805	
128.244	
123.443	
113.229	
111.911	
134.319	
134.928	
127.394	
117.957	
126.457	
125.817	
122.292	
127.315	
117.386	
124.336	
114.9	
121.528	
128.545	
126.356	
125.398	
115.893	
130.629	
109.52	
124.685	
131.281	
128.312	
131.073	
120.527	
120.505	
106.582	
126.049	
126.896	
129.68	
125.348	
117.396	
129.973	
128.402	
132.043	
128.762	
114.042	
132.395	
124.748	
134.34	
123.465	
129.038	
116.55	
120.061	
137.076	
126.54	
122.679	
125.627	
116.151	
121.587	
131.796	
113.525	
126.486	
125.045	
130.845	
126.149	
129.937	
132.897	
124.207	
128.583	
119.535	
135.953	
128.713	
133.198	
115.137	
119.07	
109.619	
125.997	
134.515	
113.333	
114.75	
129.267	
133.649	
128.427	
120.532	
128.484	
131.446	
129.579	
127.947	
135.328	
116.476	
132.828	
123.689	
106.604	
119.541	
131.698	
117.309	
129.494	
130.67	
128.086	
132.513	
124.353	
129.552	
125.094	
113.733	
132.898	
119.561	
122.044	
114.67	
121.657	
122.754	
114.554	
124.086	
130.269	
123.41	
130.033	
130.183	
127.233	
128.56	
122.175	
113.297	
116.225	
123.543	
133.402	
130.503	
106.88	
119.945	
124.403	
126.116	
127.179	
121.824	
116.783	
113.492	
112.768	
132.271	
127.006	
132.793	
132.54	
120.324	
128.679	
116.92	
130.05	
124.049	
122.365	
139.226	
118.922	
137.813	
124.756	
130.955	
111.959	
129.147	
129.776	
134.111	
121.789	
129.301	
107.267	
117.054	
130.114	
124.881	
122.816	
130.722	
131.221	
110.652	
118.767	
120.458	
130.893	
116.659	
127.928	
129.569	
114.079	
116.128	
132.658	
115.691	
126.644	
121.431	
129.58	
125.576	
120.851	
117.287	
107.284	
125.89	
129.006	
119.777	
115.659	
122.371	
123.126	
133.503	
134.11	
122.606	
125.586	
125.343	
109.222	
130.089	
119.91	
130.46	
120.654	
119.606	
122.675	
126.195	
127.564	
115.311	
116.366	
133.251	
108.407	
120.766	
125.203	
126.534	
125.127	
124.355	
131.889	
126.299	
117.789	
133.774	
123.453	
127.251	
125.797	
125.992	
132.796	
128.536	
125.452	
131.184	
119.099	
117.927	
125.867	
127.127	
133.223	
131.836	
139.918	
130.746	
126.5	
128.354	
131.615	
128.416	
123.609	
123.177	
123.305	
125.201	
108.991	
120.755	
123.835	
129.8	
113.315	
126.021	
133.097	
128.809	
118.084	
131.808	
130.144	
125.026	
127.246	
134.052	
137.007	
120.419	
123.445	
124.839	
121.485	
126.632	
123.775	
119.253	
121.154	
123.455	
125.539	
128.119	
112.945	
130.935	
127.315	
124.665	
122.435	
123.965	
131.013	
128.576	
121.903	
121.225	
125.816	
128.492	
116.603	
115.52	
112.169	
124.835	
132.757	
110.317	
130.787	
126.159	
127.696	
115.645	
127.686	
125.683	
124.692	
128.562	
127.039	
123.255	
113.11	
120.397	
115.846	
124.318	
124.525	
130.496	
112.524	
126.842	
124.208	
133.808	
130.335	
128.677	
122.397	
122.089	
108.034	
132.889	
110.491	
112.065	
127.285	
130.374	
120.779	
126.758	
118.108	
119.135	
129.343	
129.134	
134.228	
128.708	
131.491	
123.445	
132.886	
131.236	
134.533	
126.416	
126.835	
127.623	
123.583	
128.518	
134.826	
126.195	
130.589	
112.209	
116.677	
135.426	
126.79	
119.806	
130.311	
121.399	
132.118	
119.174	
130.558	
135.324	
127.637	
118.129	
125.401	
123.392	
134.268	
124.555	
121.009	
130.777	
125.966	
123.564	
125.741	
136.384	
130.614	
125.472	
131.8	
126.645	
110.307	
122.147	
113.958	
127.636	
127.676	
126.599	
125.025	
121.474	
131.568	
131.605	
125.717	
131.31	
123.514	
108.034	
133.023	
118.214	
133.048	
129.099	
113.665	
132.003	
128.99	
129.869	
121.284	
111.135	
127.834	
133.611	
108.649	
130.828	
116.411	
118.045	
113.045	
125.194	
124.188	
133.23	
132.358	
131.96	
120.497	
127.22	
108.625	
136.023	
131.111	
106.111	
120.147	
121.771	
130.817	
127.73	
122.45	
104.5	
131.456	
129.148	
127.307	
127.488	
120.055	
126.097	
122.765	
128.144	
126.343	
124.233	
133.79	
132.184	
106.26	
122.428	
135.368	
112.688	
124.42	
118.106	
134.87	
123.695	
120.078	
135.191	
126.537	
118.634	
136.886	
138.557	
116.184	
129.673	
112.241	
131.971	
131.955	
119.343	
132.357	
118.41	
124.458	
133.894	
130.307	
121.306	
128.763	
133.207	
117.151	
128.296	
116.02	
130.217	
124.647	
131.205	
128.216	
119.135	
127.591	
131.864	
117.724	
128.629	
128.306	
121.118	
129.889	
135.468	
126.846	
126.616	
129.575	
120.227	
131.966	
121.527	
129.395	
131.656	
127.864	
128.354	
110.555	
130.898	
113.108	
127.556	
134.853	
124.625	
121.996	
127.076	
124.838	
117.119	
134.034	
118.145	
127.899	
126.17	
135.308	
125.571	
125.319	
111.534	
118.964	
125.721	
123.207	
132.202	
128.246	
120.233	
122.938	
128.718	
122.218	
133.553	
124.612	
121.397	
133.376	
117.996	
134.528	
133.276	
125.715	
127.318	
136.536	
129.567	
131.642	
109.638	
125.398	
132.355	
125.427	
116.694	
131.978	
131.264	
128.345	
128.723	
126.926	
110.515	
121.783	
120.162	
124.346	
127.408	
126.086	
129.864	
128.939	
133.311	
134.498	
122.94	
114.634	
136.758	
121.582	
130.348	
134.152	
116.229	
110.905	
112.675	
125.048	
130.748	
136.837	
127.054	
127.815	
130.987	
110.868	
131.515	
126.045	
129.777	
118.134	
126.807	
119.35	
127.206	
130.964	
120.607	
133.153	
135.956	
123.865	
128.956	
135.248	
130.086	
126.514	
131.471	
129.991	
120.569	
120.264	
114.927	
127.614	
138.537	
123.862	
133.012	
124.439	
128.2	
129.949	
133.378	
112.251	
122.394	
130.195	
108.689	
123.082	
130.89	
124.931	
133.768	
133.071	
116.956	
126.677	
129.491	
130.026	
122.088	
128.907	
134.308	
115.89	
125.465	
110.224	
130.96	
126.752	
132.252	
116.241	
112.541	
131.234	
118.827	
127.801	
130.908	
119.632	
129.953	
123.742	
125.726	
125.376	
137.047	
120.534	
127.375	
127.054	
117.465	
134.273	
127.356	
121.238	
123.227	
128.169	
126.713	
128.867	
133.032	
133.756	
127.443	
119.224	
130.715	
129.256	
125.16	
137.026	
130.595	
119.287	
130.791	
129.285	
136.163	
127.591	
115.591	
112.93	
118.941	
133.01	
104.13	
126.201	
129.691	
113.858	
128.831	
113.034	
123.807	
110.313	
132.595	
134.247	
121.234	
119.294	
127.011	
131.708	
138.274	
130.123	
123.274	
121.944	
131.92	
133.653	
129.117	
130.205	
129.235	
130.688	
130.349	
129.27	
117.911	
109.663	
121.407	
124.166	
116.134	
136.166	
135.346	
124.987	
128.412	
118.134	
128.816	
127.095	
133.261	
117.284	
123.894	
130.34	
127.141	
117.785	
122.235	
113.129	
125.625	
115.444	
118.618	
125.589	
131.807	
120.856	
121.514	
128.707	
128.774	
134.568	
117.976	
134.976	
132.116	
131.755	
115.466	
127.465	
134.227	
120.472	
113.288	
120.555	
104.204	
125.631	
114.085	
127.7	
129.556	
130.469	
131.582	
120.513	
117.514	
120.835	
118.619	
126.152	
110.78	
136.414	
122.905	
114.309	
134.625	
113.298	
127.008	
131.279	
118.122	
127.404	
137.658	
128.423	
125.114	
126.514	
133.728	
138.123	
120.726	
130.947	
125.963	
135.164	
125.581	
135.49	
126.746	
130.392	
125.941	
133.211	
129.014	
130.43	
124.273	
119.708	
131.725	
130.541	
119.229	
115.079	
113.08	
116.468	
123.091	
128.825	
116.723	
128.952	
113.144	
137.233	
126.843	
126.675	
124.101	
131.129	
120.136	
128.335	
133.062	
116.859	
131.186	
127.314	
110.894	
129.88	
108.185	
132.114	
119.916	
131.542	
134.236	
117.741	
125.727	
118.385	
132.354	
120.786	
133.355	
118.595	
107.405	
126.349	
120.088	
119.375	
130.156	
119.888	
126.805	
117.809	
119.146	
121.235	
128.977	
134.226	
128.334	
125.856	
126.838	
129.367	
122.101	
129.653	
129.633	
129.675	
123.037	
116.074	
129.053	
114.453	
134.563	
120.573	
118.904	
114.404	
122.088	
115.391	
112.803	
125.837	
130.989	
118.998	
130.869	
121.315	
126.736	
133.598	
118.05	
123.988	
127.903	
124.45	
114.709	
124.222	
136.031	
121.728	
138.607	
127.224	
127.71	
111.459	
129.144	
122.471	
121.933	
119.737	
128.74	
134.058	
125.107	
109.885	
130.638	
126.933	
116.165	
123.991	
128.705	
128.454	
128.829	
111.588	
133.042	
128.381	
125.524	
131.434	
128.175	
117.478	
122.044	
126.001	
133.956	
128.559	
133.241	
132.05	
131.43	
123.054	
125.872	
108.721	
126.648	
121.659	
133.201	
125.01	
125.484	
135.234	
128.265	
136.284	
132.301	
127.796	
118.091	
121.318	
114.779	
124.493	
122.17	
122.966	
122.708	
131.364	
130.477	
122.41	
123.78	
130.644	
123.304	
120.034	
128.879	
123.236	
120.193	
127.461	
118.667	
126.54	
134.476	
125.044	
134.43	
119.67	
119.875	
134	
116.56	
116.417	
121.547	
115.969	
121.627	
120.076	
123.46	
128.264	
133.649	
131.817	
118.757	
140.987	
131.448	
126.066	
126.805	
131.346	
124.852	
127.781	
120.354	
127.847	
129.095	
122.766	
130.065	
123.209	
123.312	
123.839	
131.453	
135.54	
115.144	
120.963	
129.681	
122.205	
126.565	
126.189	
112.039	
121.851	
124.024	
136.583	
109.951	
110.839	
124.394	
121.146	
127.04	
125.201	
117.504	
132.086	
128.29	
123.537	
112.014	
132.149	
115.635	
117.087	
114.714	
127.688	
126.16	
115.215	
129.296	
121.617	
132.251	
129.45	
121.165	
112.506	
128.082	
115.372	
119.115	
110.447	
120.92	
126.743	
125.499	
129.057	
128.978	
123.917	
116.108	
111.818	
117.875	
112.355	
128.338	
106.224	
116.017	
118.267	
125.229	
124.904	
135.484	
123.417	
131.346	
109.254	
121.664	
129.002	
119.54	
116.924	
120.189	
124.512	
135.329	
130.777	
129.977	
114.474	
131.78	
115.812	
131.955	
131.807	
131.074	
125.586	
125.63	
128.878	
128.398	
110.264	
123.705	
136.826	
116.146	
122.439	
123.217	
113.086	
123.118	
130.173	
126.78	
130.148	
116.181	
125.974	
118.689	
110.364	
127.581	
129.037	
119.208	
133.707	
124.393	
120.952	
133.235	
126.995	
139.428	
